"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"209","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"210","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"211","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"212","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"213","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"214","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"215","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"216","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"217","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"218","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"219","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"220","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"221","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"222","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"223","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"224","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"225","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"226","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"227","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"228","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"229","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"230","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"231","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"232","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"233","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"234","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"235","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"236","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"237","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"238","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"239","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"240","egovframework.util","src/main/java/egovframework/util/CommonUtil.java","2","3182","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"241","egovframework.util","src/main/java/egovframework/util/SHA256Encode.java","3","17","RULE#34:Detects when a private field is declared and/or assigned a value, but not used.","pmd-eclipse","UnusedPrivateField"
"242","egovframework.util","src/main/java/egovframework/util/SHA256Encode.java","3","17","RULE#34:Detects when a private field is declared and/or assigned a value, but not used.","pmd-eclipse","UnusedPrivateField"
"243","egovframework.util","src/main/java/egovframework/util/SendMail.java","4","22","RULE#38:Avoid duplicate import statements","pmd-eclipse","DuplicateImports"
"244","egovframework.util","src/main/java/egovframework/util/SendMail.java","4","22","RULE#38:Avoid duplicate import statements","pmd-eclipse","DuplicateImports"
"245","egovframework.util","src/main/java/egovframework/util/ServiceUtil.java","3","24","RULE#9:Identifies a possible unsafe usage of a static field","pmd-eclipse","AssignmentToNonFinalStatic"
"246","egovframework.util","src/main/java/egovframework/util/ServiceUtil.java","3","24","RULE#9:Identifies a possible unsafe usage of a static field","pmd-eclipse","AssignmentToNonFinalStatic"
"247","egovframework.util","src/main/java/egovframework/util/ServiceUtil.java","2","473","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"248","egovframework.util","src/main/java/egovframework/util/ServiceUtil.java","2","473","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"249","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","52","RULE#20:Do not use final attribute in the constructor","pmd-eclipse","ImmutableField"
"250","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","52","RULE#20:Do not use final attribute in the constructor","pmd-eclipse","ImmutableField"
"251","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","140","RULE#26: Avoid boolean operator in unnessary compare statement","pmd-eclipse","SimplifyBooleanExpressions"
"252","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","140","RULE#26: Avoid boolean operator in unnessary compare statement","pmd-eclipse","SimplifyBooleanExpressions"
"253","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","2","283","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"254","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","2","283","RULE#5:Reassigning values to parameters is a questionable practice","pmd-eclipse","AvoidReassigningParameters"
"255","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","585","RULE#23:Dont directly concatenate nonliteral in the StringBuffer function","pmd-eclipse","InefficientStringBuffering"
"256","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","585","RULE#23:Dont directly concatenate nonliteral in the StringBuffer function","pmd-eclipse","InefficientStringBuffering"
"257","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","816","RULE#23:Dont directly concatenate nonliteral in the StringBuffer function","pmd-eclipse","InefficientStringBuffering"
"258","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","816","RULE#23:Dont directly concatenate nonliteral in the StringBuffer function","pmd-eclipse","InefficientStringBuffering"
"259","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","919","RULE#8:Avoid assignments in operands","pmd-eclipse","AssignmentInOperand"
"260","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","919","RULE#8:Avoid assignments in operands","pmd-eclipse","AssignmentInOperand"
"261","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","954","RULE#8:Avoid assignments in operands","pmd-eclipse","AssignmentInOperand"
"262","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","954","RULE#8:Avoid assignments in operands","pmd-eclipse","AssignmentInOperand"
"263","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","976","RULE#8:Avoid assignments in operands","pmd-eclipse","AssignmentInOperand"
"264","egovframework.util","src/main/java/egovframework/util/UploadUtil.java","3","976","RULE#8:Avoid assignments in operands","pmd-eclipse","AssignmentInOperand"
